title,make,model,year,condition,transmission,price
Toyota Venza Limited AWD V6 2013 Brown,Toyota,Venza Limited,2013,foreign used,automatic,"₦ 19,800,000"
Hyundai Sonata Limited Sedan FWD (2.4L 4cyl 6A) 2017 Black,Hyundai,Sonata Limited,2017,foreign used,automatic,"₦ 14,600,000"
Toyota Camry 2010 Silver,Toyota,Camry,2010,foreign used,automatic,"₦ 11,000,000"
Honda Accord Sport (2.0L 4cyl Turbo 10A) 2019 Gray,Honda,Accord Sport,2019,foreign used,automatic,"₦ 25,000,000"
Acura MDX SUV 4dr FWD (3.5L 6cyl 9A) 2016 White,Acura,MDX SUV,2016,foreign used,automatic,"₦ 20,000,000"
Acura MDX SUV 4dr AWD (3.7 6cyl 5A) 2008 White,Acura,MDX SUV,2008,foreign used,automatic,"₦ 9,800,000"
Acura MDX SUV 4dr AWD (3.7 6cyl 5A) 2009 Burgundy,Acura,MDX SUV,2009,foreign used,automatic,"₦ 9,500,000"
Toyota Sienna 2015 Gray,Toyota,Sienna,2015,foreign used,automatic,"₦ 16,500,000"
Land Rover Range Rover Sport HSE 4x4 (5.0L 8cyl 6A) 2012 Gray,Land,Rover Range,2012,foreign used,automatic,"₦ 15,000,000"
Acura MDX SUV 4dr AWD (3.7L 6cyl 6A) 2012 Silver,Acura,MDX SUV,2012,foreign used,automatic,"₦ 12,500,000"
Toyota Camry XLE 4dr Sedan (2.5L 4cyl 6A) 2014 White,Toyota,Camry XLE,2014,foreign used,automatic,"₦ 14,700,000"
Toyota Corolla 2022 White,Toyota,Corolla,2022,foreign used,automatic,"₦ 27,000,000"
Mercedes-Benz GLK-Class 2010 Gray,Mercedes-Benz,GLK-Class,2010,foreign used,automatic,"₦ 17,800,000"
Toyota Camry XLE V6 (3.5L V6 8A) 2019 Red,Toyota,Camry XLE,2019,foreign used,automatic,"₦ 35,000,000"
Mercedes-Benz E350 2015 Black,Mercedes-Benz,E350,2015,local used,automatic,"₦ 17,000,000"
Mercedes-Benz E300 2017 Silver,Mercedes-Benz,E300,2017,foreign used,automatic,"₦ 33,500,000"
Honda Accord 2018 Blue,Honda,Accord,2018,local used,automatic,"₦ 20,000,000"
Hyundai Ix35 2011 Black,Hyundai,Ix35,2011,local used,automatic,"₦ 10,500,000"
Lexus IS 300 AWD 2019 Gray,Lexus,IS 300,2019,foreign used,automatic,"₦ 30,500,000"
Toyota Camry 2011 Silver,Toyota,Camry,2011,local used,automatic,"₦ 8,500,000"
Honda Accord Touring 2018 Black,Honda,Accord Touring,2018,foreign used,automatic,"₦ 26,500,000"
Land Rover Range Rover 2018 White,Land,Rover Range,2018,local used,automatic,"₦ 52,000,000"
Toyota Tundra 2008 Silver,Toyota,Tundra,2008,local used,automatic,"₦ 12,000,000"
Hyundai Santa Fe Sport 2.0T 2013 Black,Hyundai,Santa Fe,2013,foreign used,automatic,"₦ 10,800,000"
Mercedes-Benz GL-Class GL550 4MATIC 4dr SUV AWD (4.7L 8cyl Turbo 7A),,,,foreign used,automatic,"₦ 35,000,000"
Toyota Highlander XSE AWD 2023 Silver,Toyota,Highlander XSE,2023,foreign used,automatic,"₦ 75,000,000"
Toyota Venza Limited AWD V6 2013 Gray,Toyota,Venza Limited,2013,foreign used,automatic,"₦ 24,000,000"
Jeep Wrangler 2019 Black,Jeep,Wrangler,2019,foreign used,automatic,"₦ 65,000,000"
Toyota Tundra Limited 2022 Black,Toyota,Tundra Limited,2022,foreign used,automatic,"₦ 168,000,000"
Ford F-150 Lariat 4x4 SuperCrew Cab Styleside 6.5 ft. box 157 in. WB,,,,foreign used,automatic,"₦ 80,000,000"
Mercedes-Benz GLE-Class GLE 350d 4MATIC 2018 Gray,Mercedes-Benz,GLE-Class GLE,2018,foreign used,automatic,"₦ 47,500,000"
Mercedes-Benz GL-Class GL 450 2011 White,Mercedes-Benz,GL-Class GL,2011,foreign used,automatic,"₦ 22,000,000"
Mercedes-Benz M Class 2014 White,Mercedes-Benz,M Class,2014,foreign used,automatic,"₦ 33,000,000"
Toyota Land Cruiser Prado 4.0 Petrol TX-L 2022 White,Toyota,Land Cruiser,2022,foreign used,automatic,"₦ 78,000,000"
Toyota Avalon 2015 Black,Toyota,Avalon,2015,foreign used,automatic,"₦ 20,500,000"
Toyota RAV4 2018 Red,Toyota,RAV4,2018,foreign used,automatic,"₦ 37,000,000"
Lexus GX 470 Sport Utility 2005 Gray,Lexus,GX 470,2005,foreign used,automatic,"₦ 17,500,000"
Toyota Highlander Limited V6 4x4 (3.5L 6cyl 6A) 2016 Black,Toyota,Highlander Limited,2016,foreign used,automatic,"₦ 31,500,000"
Mercedes-Benz GL-Class 2015 Brown,Mercedes-Benz,GL-Class,2015,foreign used,automatic,"₦ 54,000,000"
Toyota Venza 2010 Blue,Toyota,Venza,2010,foreign used,automatic,"₦ 18,500,000"
Mercedes-Benz GLK-Class 2015 White,Mercedes-Benz,GLK-Class,2015,foreign used,automatic,"₦ 25,800,000"
Acura MDX Sport Package AWD (3.7L 6cyl 5A) 2009 Red,Acura,MDX Sport,2009,foreign used,automatic,"₦ 11,000,000"
Honda Accord 2011 Black,Honda,Accord,2011,foreign used,automatic,"₦ 11,800,000"
Mercedes-Benz C300 Luxury 4dr AWD 4Matic Sedan (2.0L 4cyl 7A) 2015,Mercedes-Benz,C300 Luxury,2015,foreign used,automatic,"₦ 24,900,000"
Toyota Land Cruiser 4.5 V8 VXR 2007 Gold,Toyota,Land Cruiser,2007,foreign used,automatic,"₦ 25,000,000"
Toyota RAV4 Limited 4dr SUV AWD (2.5L 4cyl 6A) 2015 Black,Toyota,RAV4 Limited,2015,foreign used,automatic,"₦ 24,800,000"
Toyota Tundra 1794 5.7L V8 w/FFV 4x4 CrewMax 5.6 ft. box 145.7 in. WB,Toyota,Tundra,1794,foreign used,automatic,"₦ 39,000,000"
Acura MDX SUV 4dr FWD (3.5L 6cyl 9A) 2016 Black,Acura,MDX SUV,2016,foreign used,automatic,"₦ 19,000,000"
Toyota Corolla 2013 Gray,Toyota,Corolla,2013,foreign used,automatic,"₦ 11,000,000"
Toyota Camry 2013 Red,Toyota,Camry,2013,foreign used,automatic,"₦ 13,000,000"
Toyota Sienna 2020 Gray,Toyota,Sienna,2020,foreign used,automatic,"₦ 38,000,000"
Lexus RX 350 AWD 2013 Black,Lexus,RX 350,2013,foreign used,automatic,"₦ 27,500,000"
Toyota Matrix 2013 Blue,Toyota,Matrix,2013,foreign used,automatic,"₦ 12,000,000"
Toyota Corolla 2007 Blue,Toyota,Corolla,2007,local used,automatic,"₦ 4,500,000"
Mercedes-Benz C450 2017 Black,Mercedes-Benz,C450,2017,foreign used,automatic,"₦ 43,300,000"
Mercedes-Benz GLA 250 2020 Black,Mercedes-Benz,GLA 250,2020,foreign used,automatic,"₦ 68,000,000"
Mercedes-Benz GLC-Class 2017 Red,Mercedes-Benz,GLC-Class,2017,local used,automatic,"₦ 36,000,000"
Hyundai Genesis 2015 Gray,Hyundai,Genesis,2015,foreign used,automatic,"₦ 28,000,000"
Ford Focus 2008 White,Ford,Focus,2008,local used,automatic,"₦ 4,590,000"
Hyundai Elantra 2015 Blue,Hyundai,Elantra,2015,foreign used,automatic,"₦ 12,000,000"
Lexus GS 2015 Black,Lexus,GS,2015,local used,automatic,"₦ 15,500,000"
Mercedes-Benz E350 2014 Gray,Mercedes-Benz,E350,2014,foreign used,automatic,"₦ 23,500,000"
Toyota Camry 2012 Gold,Toyota,Camry,2012,foreign used,automatic,"₦ 13,300,000"
Toyota Camry 2012 Silver,Toyota,Camry,2012,local used,automatic,"₦ 11,500,000"
Toyota Avalon 2013 Black,Toyota,Avalon,2013,local used,automatic,"₦ 14,000,000"
Mercedes-Benz GLE-Class 2022 White,Mercedes-Benz,GLE-Class,2022,foreign used,automatic,"₦ 98,000,000"
Mercedes-Benz C450 2016 Silver,Mercedes-Benz,C450,2016,foreign used,automatic,"₦ 37,500,000"
Mercedes-Benz CLA-Class CLA 250 Sedan 2014 Red,Mercedes-Benz,CLA-Class CLA,2014,foreign used,automatic,"₦ 23,500,000"
BMW 335i 2008 Gold,BMW,335i,2008,foreign used,automatic,"₦ 17,500,000"
Honda Accord 2018 Silver,Honda,Accord,2018,local used,automatic,"₦ 18,000,000"
Mercedes-Benz E350 2014 White,Mercedes-Benz,E350,2014,local used,automatic,"₦ 16,500,000"
Mercedes-Benz GLE-Class 2017 Red,Mercedes-Benz,GLE-Class,2017,foreign used,automatic,"₦ 78,000,000"
Mazda CX-9 2013 White,Mazda,CX-9,2013,foreign used,automatic,"₦ 16,500,000"
Jeep Wrangler Sahara 2010 Red,Jeep,Wrangler Sahara,2010,foreign used,automatic,"₦ 30,000,000"
Toyota Corolla 2010 Blue,Toyota,Corolla,2010,foreign used,automatic,"₦ 11,500,000"
Mercedes-Benz GLA 250 2015 White,Mercedes-Benz,GLA 250,2015,foreign used,automatic,"₦ 27,800,000"
Volkswagen Passat 1.8 T 2008 Matt Black,Volkswagen,Passat 1,2008,foreign used,manual,"₦ 7,800,000"
New Toyota Land Cruiser 2024 Black,New,Toyota Land,2024,brand new,automatic,"₦ 210,000,000"
Lexus RX 330 2005 Gray,Lexus,RX 330,2005,foreign used,automatic,"₦ 12,800,000"
Toyota Camry SE 2022 Brown,Toyota,Camry SE,2022,foreign used,automatic,"₦ 35,000,000"
Toyota Grand Highlander Limited AWD 2024 White,Toyota,Grand Highlander,2024,foreign used,automatic,"₦ 140,000,000"
Dodge Challenger SRT Demon RWD 2018 Gray,Dodge,Challenger SRT,2018,foreign used,automatic,"₦ 48,500,000"
Cadillac Escalade 2023 White,Cadillac,Escalade,2023,foreign used,automatic,"₦ 260,000,000"
Mercedes-Benz C350 C350 BlueEFFICIENCY 4MATIC AWD 2010 Matt Black,Mercedes-Benz,C350 C350,2010,foreign used,automatic,"₦ 11,800,000"
Toyota Land Cruiser 2021 Gold,Toyota,Land Cruiser,2021,foreign used,automatic,"₦ 135,000,000"
Mini Countryman 2011 Blue,Mini,Countryman,2011,foreign used,automatic,"₦ 15,000,000"
Mercedes-Benz C300 Luxury 4Matic Sedan AWD (2.0L 4cyl 7A) 2016 Red,Mercedes-Benz,C300 Luxury,2016,foreign used,automatic,"₦ 22,000,000"
Toyota Matrix Hatchback FWD (1.8L 4cyl 5M) 2010 Silver,Toyota,Matrix Hatchback,2010,foreign used,automatic,"₦ 10,800,000"
Mercedes-Benz GLA 250 2017 Black,Mercedes-Benz,GLA 250,2017,foreign used,automatic,"₦ 28,000,000"
Mercedes-Benz GLE-Class GLE 350d 4MATIC 2016 Blue,Mercedes-Benz,GLE-Class GLE,2016,foreign used,automatic,"₦ 38,800,000"
Toyota Highlander Limited 2012 Gray,Toyota,Highlander Limited,2012,foreign used,automatic,"₦ 21,500,000"
Toyota Camry 2012 Silver,Toyota,Camry,2012,foreign used,automatic,"₦ 14,500,000"
Toyota Camry XLE 4dr Sedan (2.5L 4cyl 6AM) 2010 Green,Toyota,Camry XLE,2010,foreign used,automatic,"₦ 11,800,000"
Toyota Venza V6 AWD 2012 Green,Toyota,Venza V6,2012,foreign used,automatic,"₦ 22,000,000"
Mercedes-Benz M Class 2015 White,Mercedes-Benz,M Class,2015,foreign used,automatic,"₦ 28,500,000"
Toyota Camry XLE V6 (3.5L V6 8A) 2019 Gray,Toyota,Camry XLE,2019,foreign used,automatic,"₦ 35,400,000"
Lexus RX 350 FWD 2013 Black,Lexus,RX 350,2013,foreign used,automatic,"₦ 23,000,000"
Mazda MPV LX 2004 Gray,Mazda,MPV LX,2004,local used,automatic,"₦ 5,000,000"
Toyota RAV4 XLE AWD 2020 Gray,Toyota,RAV4 XLE,2020,foreign used,automatic,"₦ 40,000,000"
Acura MDX SUV 4dr AWD (3.7 6cyl 5A) 2008 Black,Acura,MDX SUV,2008,foreign used,automatic,"₦ 9,800,000"
Hyundai Veloster Automatic 2012 Red,Hyundai,Veloster Automatic,2012,local used,automatic,"₦ 6,500,000"
Toyota Venza 2013 Gray,Toyota,Venza,2013,foreign used,automatic,"₦ 18,000,000"
Toyota Corolla S 2007 Red,Toyota,Corolla S,2007,foreign used,automatic,"₦ 9,000,000"
Lexus LS 460 2010 Silver,Lexus,LS 460,2010,local used,automatic,"₦ 19,500,000"
Hyundai Sonata 2017 Silver,Hyundai,Sonata,2017,foreign used,automatic,"₦ 15,000,000"
Toyota RAV4 2023 Green,Toyota,RAV4,2023,foreign used,automatic,"₦ 45,000,000"
Toyota RAV4 XLE 2021 Black,Toyota,RAV4 XLE,2021,foreign used,automatic,"₦ 35,000,000"
Toyota Highlander 2013 Black,Toyota,Highlander,2013,foreign used,automatic,"₦ 22,000,000"
BMW X2 2018 Gold,BMW,X2,2018,foreign used,automatic,"₦ 42,000,000"
Mercedes-Benz M Class ML 350 4Matic 2013 White,Mercedes-Benz,M Class,2013,local used,automatic,"₦ 17,500,000"
Mercedes-Benz GLE-Class GLE 350 4MATIC 2020 White,Mercedes-Benz,GLE-Class GLE,2020,foreign used,automatic,"₦ 95,000,000"
Toyota RAV4 XLE AWD (2.5L 4cyl 6A) 2016 Black,Toyota,RAV4 XLE,2016,foreign used,automatic,"₦ 28,500,000"
Toyota Land Cruiser Prado SV Premium 2015 Red,Toyota,Land Cruiser,2015,foreign used,automatic,"₦ 55,000,000"
Toyota Highlander XLE V6 4x2 (3.5L 6cyl 6A) 2016 White,Toyota,Highlander XLE,2016,foreign used,automatic,"₦ 33,000,000"
Lexus RX 350 2011 Black,Lexus,RX 350,2011,foreign used,automatic,"₦ 21,000,000"
Lexus RX 350 2013 Brown,Lexus,RX 350,2013,foreign used,automatic,"₦ 26,000,000"
Toyota Yaris 2018 Gray,Toyota,Yaris,2018,foreign used,automatic,"₦ 18,500,000"
Honda Ridgeline 2007 Red,Honda,Ridgeline,2007,foreign used,automatic,"₦ 11,000,000"
Toyota 4-Runner SR5 4x4 Premium 2018 White,Toyota,4-Runner SR5,2018,foreign used,automatic,"₦ 68,000,000"
Lexus GX 460 2012 Gold,Lexus,GX 460,2012,foreign used,automatic,"₦ 35,000,000"
Toyota 4-Runner Limited 4dr 4x4 (4.0L 6cyl 5A) 2016 Gray,Toyota,4-Runner Limited,2016,foreign used,automatic,"₦ 50,000,000"
Toyota Yaris 2009 Red,Toyota,Yaris,2009,foreign used,automatic,"₦ 8,800,000"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2009 Silver,Toyota,Camry LE,2009,foreign used,automatic,"₦ 8,800,000"
Lexus RX 350 AWD 2015 Brown,Lexus,RX 350,2015,foreign used,automatic,"₦ 25,000,000"
Lexus RX 350 F Sport AWD 2015 White,Lexus,RX 350,2015,foreign used,automatic,"₦ 27,500,000"
Toyota Tundra 2020 Black,Toyota,Tundra,2020,foreign used,automatic,"₦ 37,000,000"
Toyota Camry 2011 Red,Toyota,Camry,2011,foreign used,automatic,"₦ 10,000,000"
Toyota Corolla 2010 Gray,Toyota,Corolla,2010,foreign used,automatic,"₦ 10,500,000"
Toyota Venza 2013 White,Toyota,Venza,2013,foreign used,automatic,"₦ 18,000,000"
Acura MDX SUV 4dr AWD (3.7L 6cyl 6A) 2012 Black,Acura,MDX SUV,2012,foreign used,automatic,"₦ 12,500,000"
Acura MDX SUV 4dr AWD (3.7 6cyl 5A) 2009 White,Acura,MDX SUV,2009,foreign used,automatic,"₦ 9,850,000"
Toyota Corolla 2008 Silver,Toyota,Corolla,2008,foreign used,automatic,"₦ 9,000,000"
New XPeng P7 424hp All Wheel 2025 Green,New,XPeng P7,2025,brand new,automatic,"₦ 220,000,000"
Toyota Sienna 2006 Silver,Toyota,Sienna,2006,foreign used,automatic,"₦ 10,500,000"
Toyota Venza V6 2010 Blue,Toyota,Venza V6,2010,local used,automatic,"₦ 13,500,000"
Mercedes-Benz GLK-Class 2010 Blue,Mercedes-Benz,GLK-Class,2010,local used,automatic,"₦ 12,000,000"
Hyundai Elantra 2015 Silver,Hyundai,Elantra,2015,foreign used,automatic,"₦ 14,500,000"
Honda Accord Sport 4dr Sedan (2.4L 4cyl 6M) 2014 Black,Honda,Accord Sport,2014,foreign used,automatic,"₦ 14,500,000"
Toyota Corolla 2011 Blue,Toyota,Corolla,2011,foreign used,automatic,"₦ 12,200,000"
Hyundai Sonata 2012 Black,Hyundai,Sonata,2012,foreign used,automatic,"₦ 10,500,000"
Honda CR-V 2020 Gray,Honda,CR-V,2020,foreign used,automatic,"₦ 35,000,000"
Toyota Land Cruiser 4.5 V8 VXR 2007 Green,Toyota,Land Cruiser,2007,foreign used,automatic,"₦ 26,000,000"
Toyota Camry XLE V6 4dr Sedan (3.5L 6cyl 6A) 2011 Green,Toyota,Camry XLE,2011,foreign used,automatic,"₦ 12,300,000"
New Toyota Hilux 2022 Black,New,Toyota Hilux,2022,brand new,automatic,"₦ 98,600,000"
Toyota Corolla S 4dr Sedan (1.8L 4cyl 4A) 2012 Blue,Toyota,Corolla S,2012,foreign used,automatic,"₦ 13,700,000"
Lexus LX 2023 Gray,Lexus,LX,2023,foreign used,automatic,"₦ 398,000,000"
Mercedes-Benz E300 2013 Red,Mercedes-Benz,E300,2013,foreign used,automatic,"₦ 14,000,000"
Toyota Hilux 2021 Blue,Toyota,Hilux,2021,foreign used,automatic,"₦ 78,000,000"
Mercedes-Benz G-Class G 63 AMG 4MATIC 2017 Black,Mercedes-Benz,G-Class G,2017,foreign used,automatic,"₦ 128,500,000"
Lexus NX 200t FWD 2017 Red,Lexus,NX 200t,2017,foreign used,automatic,"₦ 45,000,000"
Mercedes-Benz GLE-Class GLE 350 4MATIC 2020 Black,Mercedes-Benz,GLE-Class GLE,2020,foreign used,automatic,"₦ 120,000,000"
Mercedes-Benz GL-Class 2014 White,Mercedes-Benz,GL-Class,2014,foreign used,automatic,"₦ 53,000,000"
Mercedes-Benz GLE-Class AMG GLE 53 4MATIC 2020 White,Mercedes-Benz,GLE-Class AMG,2020,foreign used,automatic,"₦ 165,000,000"
BMW X1 xDrive28i AWD 2016 Silver,BMW,X1 xDrive28i,2016,foreign used,automatic,"₦ 30,000,000"
Ford Fusion Sport AWD 2017 Black,Ford,Fusion Sport,2017,foreign used,automatic,"₦ 17,500,000"
Acura MDX Technology Package AWD (3.7 6cyl 5A) 2008 Green,Acura,MDX Technology,2008,foreign used,automatic,"₦ 10,000,000"
Hyundai Tucson Limited FWD 2011 Silver,Hyundai,Tucson Limited,2011,foreign used,automatic,"₦ 14,500,000"
Toyota Yaris 2008 Black,Toyota,Yaris,2008,foreign used,automatic,"₦ 9,500,000"
Toyota Avalon Limited Sedan FWD (3.5L 6cyl 6A) 2012 Black,Toyota,Avalon Limited,2012,foreign used,automatic,"₦ 12,500,000"
New Toyota Hilux 2022 White,New,Toyota Hilux,2022,brand new,automatic,"₦ 98,000,000"
Toyota Corolla LE 2021 Silver,Toyota,Corolla LE,2021,foreign used,automatic,"₦ 28,000,000"
Ford Escape SE 4x4 2016 Brown,Ford,Escape SE,2016,foreign used,automatic,"₦ 19,000,000"
Mercedes-Benz GLE-Class GLE 350 4MATIC 2020 Red,Mercedes-Benz,GLE-Class GLE,2020,foreign used,automatic,"₦ 98,000,000"
Ford Edge Sport 4dr 4x4 (3.7L 6cyl 6A) 2011 Black,Ford,Edge Sport,2011,foreign used,automatic,"₦ 12,000,000"
Toyota Highlander XSE 2021 Gray,Toyota,Highlander XSE,2021,foreign used,automatic,"₦ 70,000,000"
Toyota FJ Cruiser 4x4 Automatic 2012 White,Toyota,FJ Cruiser,2012,foreign used,automatic,"₦ 33,000,000"
Toyota 4-Runner Limited V6 4x4 2005 Gold,Toyota,4-Runner Limited,2005,foreign used,automatic,"₦ 13,800,000"
Lexus GX 2013 Black,Lexus,GX,2013,foreign used,automatic,"₦ 35,000,000"
Lexus RX 2012 Gray,Lexus,RX,2012,foreign used,automatic,"₦ 19,000,000"
Toyota Corolla 2010 Gray,Toyota,Corolla,2010,foreign used,automatic,"₦ 12,000,000"
Acura MDX SUV 4dr AWD (3.7 6cyl 5A) 2009 Black,Acura,MDX SUV,2009,foreign used,automatic,"₦ 10,500,000"
Lexus RX 350 AWD 2013 Gray,Lexus,RX 350,2013,foreign used,automatic,"₦ 27,500,000"
Toyota RAV4 3.5 Limited 4x4 2010 White,Toyota,RAV4 3,2010,foreign used,automatic,"₦ 11,500,000"
Toyota Venza 2013 Red,Toyota,Venza,2013,foreign used,automatic,"₦ 17,000,000"
Peugeot 508 2016 Black,Peugeot,508,2016,local used,automatic,"₦ 11,500,000"
Toyota Corolla LE (1.8L 4cyl 2A) 2018 Black,Toyota,Corolla LE,2018,foreign used,automatic,"₦ 17,500,000"
Hyundai Elantra 2016 Maroon,Hyundai,Elantra,2016,foreign used,automatic,"₦ 13,500,000"
Land Rover Range Rover 2018 White,Land,Rover Range,2018,local used,automatic,"₦ 67,000,000"
Mercedes-Benz GL-Class GL63 AMG 4dr SUV AWD (5.5L 8cyl Turbo 7A) 2015,Mercedes-Benz,GL-Class GL63,2015,local used,automatic,"₦ 62,000,000"
Mercedes-Benz GLE-Class 2019 Gray,Mercedes-Benz,GLE-Class,2019,foreign used,automatic,"₦ 75,000,000"
Honda Accord 2013 Black,Honda,Accord,2013,foreign used,automatic,"₦ 16,000,000"
Honda Accord 2015 Gray,Honda,Accord,2015,foreign used,automatic,"₦ 16,000,000"
Honda Pilot 2009 Blue,Honda,Pilot,2009,foreign used,automatic,"₦ 12,800,000"
Toyota Camry XLE 4dr Sedan (2.5L 4cyl 6AM) 2010 Gray,Toyota,Camry XLE,2010,foreign used,automatic,"₦ 12,500,000"
Lexus GX 460 Luxury 2015 Black,Lexus,GX 460,2015,foreign used,automatic,"₦ 52,000,000"
Toyota RAV4 Adventure AWD 2020 Black,Toyota,RAV4 Adventure,2020,foreign used,automatic,"₦ 45,000,000"
Toyota RAV4 XLE Premium AWD 2019 Burgundy,Toyota,RAV4 XLE,2019,foreign used,automatic,"₦ 37,000,000"
Lexus RX 350 2011 Black,Lexus,RX 350,2011,foreign used,automatic,"₦ 19,800,000"
Toyota 4-Runner Limited 4x4 V6 2007 Blue,Toyota,4-Runner Limited,2007,foreign used,automatic,"₦ 15,500,000"
Toyota Yaris 2017 Gray,Toyota,Yaris,2017,foreign used,automatic,"₦ 18,500,000"
Toyota Camry 2017 Brown,Toyota,Camry,2017,foreign used,automatic,"₦ 19,800,000"
Toyota Highlander Limited 3.5l 4WD 2013 Gray,Toyota,Highlander Limited,2013,foreign used,automatic,"₦ 22,000,000"
Toyota Hilux SR5 4x4 2017 Gray,Toyota,Hilux SR5,2017,foreign used,automatic,"₦ 63,000,000"
Toyota Land Cruiser 2004 Gray,Toyota,Land Cruiser,2004,foreign used,automatic,"₦ 18,800,000"
Mercedes-Benz C300 Base C300 AWD 4MATIC Sedan 2019 Silver,Mercedes-Benz,C300 Base,2019,foreign used,automatic,"₦ 33,000,000"
Ford Edge 2015 White,Ford,Edge,2015,foreign used,automatic,"₦ 19,800,000"
Acura MDX w/Technology Pkg SH-AWD 2017 Gray,Acura,MDX w,2017,foreign used,automatic,"₦ 17,000,000"
Mazda CX-9 Touring FWD 2017 Red,Mazda,CX-9 Touring,2017,foreign used,automatic,"₦ 29,000,000"
Toyota Corolla LE Eco 4dr Sedan (1.8L 4cyl CVT) 2015 Brown,Toyota,Corolla LE,2015,foreign used,automatic,"₦ 15,500,000"
Lexus GX 460 Luxury 2015 White,Lexus,GX 460,2015,foreign used,automatic,"₦ 54,000,000"
Pontiac Vibe 2009 Red,Pontiac,Vibe,2009,foreign used,automatic,"₦ 12,000,000"
Lexus LX 570 AWD 2015 Black,Lexus,LX 570,2015,foreign used,automatic,"₦ 58,000,000"
Toyota Highlander V6 2006 Gold,Toyota,Highlander V6,2006,foreign used,automatic,"₦ 12,000,000"
Acura MDX SH-AWD w/Technology Package 4dr SUV AWD (3.5L 6cyl 6A) 2015,Acura,MDX SH-AWD,2015,foreign used,automatic,"₦ 14,500,000"
Toyota Tacoma 2009 Blue,Toyota,Tacoma,2009,foreign used,automatic,"₦ 21,500,000"
Toyota Corolla LE 2007 Gray,Toyota,Corolla LE,2007,foreign used,automatic,"₦ 8,500,000"
Toyota RAV4 XLE AWD (2.5L 4cyl 6A) 2016 Black,Toyota,RAV4 XLE,2016,foreign used,automatic,"₦ 24,000,000"
Lexus RX 350 2010 Black,Lexus,RX 350,2010,foreign used,automatic,"₦ 20,000,000"
Toyota 4-Runner Limited 4dr 4x4 (4.0L 6cyl 5A) 2016 Black,Toyota,4-Runner Limited,2016,foreign used,automatic,"₦ 45,000,000"
Toyota Land Cruiser 2025 White,Toyota,Land Cruiser,2025,foreign used,automatic,"₦ 100,000,000"
Toyota Camry SE 2025 Gray,Toyota,Camry SE,2025,foreign used,automatic,"₦ 85,000,000"
Honda Accord 2012 Black,Honda,Accord,2012,foreign used,automatic,"₦ 11,000,000"
Tesla Model S 2018 Gray,Tesla,Model S,2018,foreign used,automatic,"₦ 58,000,000"
Honda Accord 2013 Black,Honda,Accord,2013,foreign used,automatic,"₦ 15,000,000"
Toyota Camry XSE FWD 2020 Gray,Toyota,Camry XSE,2020,foreign used,automatic,"₦ 35,000,000"
Mercedes-Benz GLE-Class 2016 White,Mercedes-Benz,GLE-Class,2016,local used,automatic,"₦ 58,000,000"
Mercedes-Benz GLK-Class 2014 Red,Mercedes-Benz,GLK-Class,2014,local used,automatic,"₦ 16,000,000"
Hyundai Sonata 2016 Brown,Hyundai,Sonata,2016,foreign used,automatic,"₦ 16,500,000"
Toyota Land Cruiser 2014 Black,Toyota,Land Cruiser,2014,local used,automatic,"₦ 44,000,000"
Honda Civic 2014 Maroon,Honda,Civic,2014,foreign used,automatic,"₦ 12,500,000"
Lexus IS 2018 Black,Lexus,IS,2018,foreign used,automatic,"₦ 26,500,000"
Honda Civic 2013 Black,Honda,Civic,2013,foreign used,automatic,"₦ 14,000,000"
Toyota Camry XSE (2.5L 4cyl 8A) 2019 Red,Toyota,Camry XSE,2019,foreign used,automatic,"₦ 26,000,000"
Mercedes-Benz C300 2016 Black,Mercedes-Benz,C300,2016,foreign used,automatic,"₦ 20,500,000"
Toyota Camry XSE (2.5L 4cyl 8A) 2019 Gray,Toyota,Camry XSE,2019,local used,automatic,"₦ 25,000,000"
Toyota Camry XSE FWD (2.5L 4cyl 8AM) 2018 Black,Toyota,Camry XSE,2018,foreign used,automatic,"₦ 29,000,000"
New BYD Sealion 06 EV 2026 Blue,New,BYD Sealion,2026,brand new,automatic,"₦ 70,000,000"
Mini Countryman Cooper S AWD ALL4 2016 Gray,Mini,Countryman Cooper,2016,foreign used,automatic,"₦ 13,500,000"
Lexus RX 2015 Black,Lexus,RX,2015,local used,automatic,"₦ 19,500,000"
Toyota Corolla 2017 Brown,Toyota,Corolla,2017,foreign used,automatic,"₦ 15,800,000"
Toyota Tacoma TRD Off Road 2018 Off white,Toyota,Tacoma TRD,2018,foreign used,automatic,"₦ 42,000,000"
Toyota RAV4 3.5 Limited 4x4 2012 Brown,Toyota,RAV4 3,2012,foreign used,automatic,"₦ 15,800,000"
Toyota Tundra 2018 Black,Toyota,Tundra,2018,foreign used,automatic,"₦ 65,000,000"
Toyota Avensis 2014 Silver,Toyota,Avensis,2014,foreign used,automatic,"₦ 15,000,000"
Toyota C-HR 2020 Beige,Toyota,C-HR,2020,foreign used,automatic,"₦ 33,000,000"
Mercedes-Benz M Class 2014 Silver,Mercedes-Benz,M Class,2014,foreign used,automatic,"₦ 28,000,000"
Toyota Matrix 2010 Blue,Toyota,Matrix,2010,foreign used,automatic,"₦ 11,500,000"
Toyota Camry SE 2021 Black,Toyota,Camry SE,2021,foreign used,automatic,"₦ 35,000,000"
Toyota RAV4 XLE AWD 2020 Blue,Toyota,RAV4 XLE,2020,foreign used,automatic,"₦ 43,000,000"
